Nutzer,Frage,Zeitpunkt,Antwort,Gewicht,Alter,Geschlecht,Bevölkerungsdichte,Kaufkraft,Berufliche Stellung,Berufsbildung,Beschäftigungsstatus,Familienstand,Kinder im Haushalt,Ost_West,Religion,Bildungsabschluss,Sonntagsfrage
600bec10c88d7d67189dd44d5eb2a00973802ef2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.68897811989242896,65 +,Frauen,Hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
4b522fb0b98f12a971ec71417889a1aeda9d6d09,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.87355947643953902,40 - 49,Männer,Hoch,Hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Evangelisch,Abitur,Grüne
54fed0885f03395eff80cf3511a0636b660df943,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.84717828088154,65 +,Frauen,Niedrig,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Hauptschule / kein Abschluss,SPD
d531df6558fe73fcf8e72b02b7b55ed1b3c8462e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.86972884539324002,50 - 64,Männer,Niedrig,Mittel,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,FDP
cd2651a766e7b9ab3b2f85c7e6be2979d007b197,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.17651762381866101,50 - 64,Männer,Sehr hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Grüne
d0dfab802f5bf8fa675882e0e2e818b46f63836e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.33497511602202801,50 - 64,Männer,Sehr hoch,Sehr niedrig,Nicht berufstätig,Ohne Abschluss,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,SPD
4dffe9f74ff2d391426d3d6d9a80d18b631a4187,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.79932049887401302,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,Grüne
7b085a8270cf20e0d0ddef22c199f909167a033c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.62086426432907005,65 +,Frauen,Sehr hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
b3bfee4f3c1d162ae511d5c1602109ab35e5b50c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.8239727339740099,40 - 49,Frauen,Niedrig,Sehr hoch,Beamter,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
c7499ddb17a1ded96876714a897b4e646deb84d1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.65832274044671,65 +,Frauen,Niedrig,Hoch,Leitender Angestellter,Studium oder höher,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
5719c06682d6122cef4530723fa6acb59ec7076c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.48656975256907697,50 - 64,Männer,Mittel,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
b5dd3534c4c955c7e7b247f4067c6c53578cc613,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.41373201618662,65 +,Frauen,Niedrig,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
e2e4bad7ab76fde4260a8a9d157850418160df85,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.19384958389811099,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
5f36187cf940a249eff3e366ac457b92fac65067,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.599764514894781,65 +,Frauen,Sehr niedrig,Sehr niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,AfD
9f9e105c4b8cd986482dc52df8a1353eb76c82d7,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.47660439205202498,65 +,Frauen,Mittel,Sehr niedrig,Angestellter,Studium oder höher,Rentner,Geschieden,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,Grüne
36d16bd5f6329c6721d1eb97d1e0a3ba727da09c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.70073193179430504,50 - 64,Frauen,Mittel,Hoch,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,SPD
26af4edc6c157c3f94db4ced0c012de7f396e03f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.24521865002724,65 +,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,CDU/CSU
de3fc869b4eed0210b822fb82c4c0ca488d68780,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.56425445614946901,50 - 64,Männer,Mittel,Hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
88ba21cbb2708bdace2dd20fbc63ef6f62556aba,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.89439468498303498,50 - 64,Frauen,Niedrig,Mittel,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,CDU/CSU
eb78c0ed3da7ea6fc69e4ec29ddd09f93d018135,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.44425408869262201,65 +,Frauen,Sehr niedrig,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Sonstige
f15c531b323e8a49d96d89f2cc64dfdae3ce43c8,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.85489604622350301,50 - 64,Frauen,Niedrig,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
48ac2cd5dad3249dec32008f7f195535285c7add,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,2.2758580139035001,30 - 39,Frauen,Mittel,Sehr niedrig,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Osten,Konfessionslos,Abitur,FDP
a44f7661ba5bbc15ed4343a97888554c085aa12e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.93275903155073303,65 +,Männer,Mittel,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,SPD
bf9266a7fcdd5077567e3de842a2424a490f7365,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.55757774402725202,65 +,Frauen,Niedrig,Sehr niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Eine andere,Abitur,AfD
4bedf617ab879fa092b60fcd423f09d45fba543f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.39504435593502502,50 - 64,Frauen,Hoch,Mittel,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Geschieden,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,Sonstige
b34517b4c51c11afe6b88d156c276ab9a9114b85,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.1489437117055299,65 +,Männer,Mittel,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
cb6211bb1a9a062f0ddf59b6ba06e8f7c5547dd6,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,2.58859902718687,18 - 29,Männer,Mittel,Hoch,Arbeiter,Noch in Ausbildung,Arbeitnehmer,Ledig,Weiß nicht / keine Angabe,Westen,Eine andere,Mittlere Reife,Linke
e050ec9bffa0714d2c4e6a76692f04fe305f4310,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.60990497108215502,65 +,Männer,Hoch,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Hauptschule / kein Abschluss,Linke
356fafa23398d881abf78307a5026ffc9f525e38,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.76254813900856,65 +,Frauen,Niedrig,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
11e1ff5b787d715aba4cf2beda107c7c09ec15a2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.32151035543336698,50 - 64,Männer,Hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
96d4dddee4fd786a4f849db53c2d72ef9014a68d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.25102989033986,65 +,Männer,Sehr niedrig,Niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,SPD
644b6db32ebd8d770d237395ac6d490caba4d2ac,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.48001647530458103,65 +,Männer,Mittel,Sehr hoch,Beamter,Berufsausbildung,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,Sonstige
8bd1cf85a1d731f86625f13ecc1c5904649b3d89,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.39953992628859403,50 - 64,Männer,Hoch,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
2a0fd90d0644d5163809e267c0d5558fa4b80378,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.1941535973711901,65 +,Männer,Mittel,Hoch,Angestellter,Ohne Abschluss,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,SPD
290a33a32ebd91643f1fc79bad25bbce9e907c19,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.397691094608771,65 +,Frauen,Sehr hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,FDP
834925049a21980a972a39a11e0ad8ed00a309ee,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.77911589675586401,50 - 64,Frauen,Mittel,Mittel,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Westen,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,CDU/CSU
1e9a783f02c937e46087b52b3b0e5ca1cc526437,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,4.55073557791399,18 - 29,Männer,Sehr niedrig,Niedrig,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Westen,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,SPD
dc0d42ff275af38509abf17642686da2e1f57f3f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.3737614579861399,65 +,Männer,Niedrig,Sehr niedrig,Nicht berufstätig,Weiß nicht / keine Angabe,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,CDU/CSU
16bcdd2c40c05b7cc13b54bc6b339d176806bc35,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,4.0569166445856402,30 - 39,Frauen,Mittel,Mittel,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Katholisch,Abitur,CDU/CSU
5ed02175d2404b0a9be44d661249b3c4e305296d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.84155093257232305,50 - 64,Frauen,Niedrig,Hoch,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,CDU/CSU
e0a4d98033ec646c65d2396df1459caae4bb47c1,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.23140044432243,65 +,Frauen,Mittel,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Geschieden,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,SPD
b1333c97a64eae3fb252bfe3730243a9853d45ad,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.05077252030444,65 +,Frauen,Hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
ce7aa8081899e1faea31ef621cf7d93e52fd241b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.94935665612837405,30 - 39,Frauen,Sehr hoch,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
09c913dafa2c028202512627c06b8c0d0a2df302,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.93200683422278696,65 +,Männer,Mittel,Sehr hoch,Arbeiter,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
ff9df6380f7599c99561139b42e385e90a0c9710,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.08220088886183,65 +,Frauen,Hoch,Sehr niedrig,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Hauptschule / kein Abschluss,SPD
e80c325f9fd437d78951a0924f6c3e069814159e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.18672063660473,65 +,Männer,Mittel,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
19fdd1051e7ff920be3a194825e3a49e929671e6,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,4.3436428873657897,18 - 29,Männer,Mittel,Niedrig,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,SPD
da3364818f1ebd658214b71ad3cef36ba55aa880,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.41073626649776102,50 - 64,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,SPD
7707687b06dd21b91777f719bdc7d98babd36084,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.66953524682481602,50 - 64,Männer,Niedrig,Mittel,Angestellter,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,CDU/CSU
7a9e260c74fb303725ff03288a21314941ce068f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.254048783176264,50 - 64,Männer,Sehr hoch,Sehr hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,CDU/CSU
4c68ac7bef240d6871978fb2a37bf39bef268d02,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,2.6608197735627801,30 - 39,Frauen,Niedrig,Hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Sonstige
bed104ee9c126cf119a8d2229c1bb6671c37ce52,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.4674743492307201,50 - 64,Männer,Sehr niedrig,Niedrig,Nicht berufstätig,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Hauptschule / kein Abschluss,SPD
add4a28ec75fc2be9d6b51e5b14ba64393165d15,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.74690730517538795,50 - 64,Frauen,Mittel,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
05e002ef8dd01477286eaa3b6fd36421dae4f534,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.87341183491907204,50 - 64,Männer,Sehr hoch,Sehr niedrig,Arbeiter,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Katholisch,Mittlere Reife,CDU/CSU
d1544786c378f58955d2a7093116f77e8f32f0ad,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.32585172204448398,50 - 64,Männer,Sehr hoch,Sehr niedrig,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
33114bc6056bc245d8dd97543ba54310aefd7fb4,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.77937690613221,18 - 29,Frauen,Hoch,Sehr niedrig,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Osten,Konfessionslos,Abitur,FDP
b8027572e8902c0b697a948d52ef59c031c64dc3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.23140044432243,65 +,Frauen,Mittel,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
65ae5f61586e814ed98fbbdb20d9acd74a4f09df,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.6527126961241501,40 - 49,Frauen,Hoch,Mittel,Leitender Angestellter,Ohne Abschluss,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,SPD
82196e332262e7a251f3cc842faa31fdb4f41f9d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,0.64222269760389195,50 - 64,Frauen,Hoch,Niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,SPD
6c6e1df47203dbaa2dcdf040793eae88fd03449a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-09-01,Bin schon fest entschieden,1.4275815271963299,40 - 49,Frauen,Niedrig,Hoch,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Eine andere,Abitur,AfD
